mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__kernel,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.548199462890625,0.19064850705191805,0.004600667953491211,0.0010211983099256679,62.5347578610609,linear,"{'svc__C': 62.5347578610609, 'svc__kernel': 'linear'}",0.5966212606837606,0.5222998563406034,0.586734360715685,0.6627722635787152,0.5708919216983733,0.5878639326034275,0.04533414172038137,7,0.6919210722263588,0.6484118003105345,0.6199889658793769,0.7635781591005472,0.7398794988080701,0.6927558992649775,0.05384895312766067,13
0.5555987358093262,0.2019814661013898,0.0038005828857421873,0.0004000495354673826,63.53461947392344,linear,"{'svc__C': 63.53461947392344, 'svc__kernel': 'linear'}",0.5966212606837606,0.5222998563406034,0.586734360715685,0.6627722635787152,0.5708919216983733,0.5878639326034275,0.04533414172038137,7,0.6919210722263588,0.6484118003105345,0.6199889658793769,0.7635781591005472,0.7398794988080701,0.6927558992649775,0.05384895312766067,13
1.109399938583374,0.2489286342371964,0.0038003921508789062,0.0007475650494823187,149.84095058497098,linear,"{'svc__C': 149.84095058497098, 'svc__kernel': 'linear'}",0.5930822649572649,0.5142353402115711,0.5947988768447172,0.6526743865453543,0.5547628894403088,0.5819107515998432,0.046076818987705964,11,0.6804765450483992,0.6381260070670383,0.6312802068616022,0.7620882015263052,0.714581010776663,0.6853103942560016,0.04882743966904113,15
5.892998218536377,3.0467949815788202,0.0030010223388671877,0.0006315823165491612,946.9763399794197,linear,"{'svc__C': 946.9763399794197, 'svc__kernel': 'linear'}",0.6756810897435898,0.5238507248269557,0.5411878020112315,0.6130410807830162,0.5466983733112766,0.580091814135214,0.056594466089797624,13,0.7682693330496756,0.6661632302262126,0.5627922145022008,0.7127243796927055,0.7029175699321176,0.6825733454805825,0.06824014337493604,16
0.045198822021484376,0.009152486144149777,0.005400276184082032,0.0033233331143765147,4.158868439391326,linear,"{'svc__C': 4.158868439391326, 'svc__kernel': 'linear'}",0.5695779914529915,0.5399797570850202,0.6352520569413609,0.550592776399228,0.5312586159360353,0.5653322395629272,0.037223162790282115,21,0.6532868843740027,0.6768284106891702,0.6865622330738609,0.7036755515016384,0.6883291999682944,0.6817364559213932,0.016622534964944438,17
4.189798784255982,1.118632436633423,0.003600931167602539,0.0007995847779571708,617.9359446866864,linear,"{'svc__C': 617.9359446866864, 'svc__kernel': 'linear'}",0.6582532051282052,0.5238507248269557,0.5543456967480737,0.6226564653984008,0.5328094844223876,0.5783831153048047,0.0528543199952758,14,0.7418480905875864,0.6661632302262126,0.576705677247251,0.7248661594815441,0.6926879792602466,0.680454227360568,0.05806769341365047,18
0.9113988399505615,0.26712426084056934,0.005200338363647461,0.00342960721903538,129.49117601766207,linear,"{'svc__C': 129.49117601766207, 'svc__kernel': 'linear'}",0.5930822649572649,0.5142353402115711,0.5947988768447172,0.6349944858009374,0.5547628894403088,0.57837477145096,0.040898022612575025,15,0.6804765450483992,0.6381260070670383,0.6312802068616022,0.7360313815537696,0.714581010776663,0.6800990302614944,0.04114022268529301,19
0.764799976348877,0.25803404186851436,0.0036000728607177733,0.0004899407801225282,105.11098835925642,linear,"{'svc__C': 105.11098835925642, 'svc__kernel': 'linear'}",0.5791933760683761,0.5142353402115711,0.5947988768447172,0.6349944858009374,0.5628274055693411,0.5772098968989886,0.03956012124991026,18,0.6670051219567228,0.6381260070670383,0.6312802068616022,0.7360313815537696,0.7266851612439849,0.6798255757366235,0.04385153193000297,20
2.06379976272583,0.45368812815725856,0.00299983024597168,0.0006326362199882071,286.2983340003781,linear,"{'svc__C': 286.2983340003781, 'svc__kernel': 'linear'}",0.6286725427350427,0.5238507248269557,0.5543456967480737,0.6226564653984008,0.5466983733112766,0.5752447606039499,0.042415590685326854,19,0.7183321539953351,0.6631252155293038,0.576705677247251,0.7257962751175422,0.7024584507242665,0.6772835545227397,0.05475146561915015,21
0.012001276016235352,0.0008934567703097655,0.00619816780090332,0.00193941836072955,19.33025718384591,rbf,"{'svc__C': 19.33025718384591, 'svc__kernel': 'rbf'}",0.641826923076923,0.4727700143659397,0.47884288885986676,0.6207264957264957,0.5200923628342984,0.5468517369727047,0.07114370682887093,25,0.7435269422189001,0.6108827880979779,0.636816067195814,0.7168863656668535,0.6749582811848144,0.6766140888728719,0.049002886345898305,22
0.014599037170410157,0.003383821288983568,0.006800651550292969,0.0017203904700682534,14.839514635760993,rbf,"{'svc__C': 14.839514635760993, 'svc__kernel': 'rbf'}",0.6357505341880342,0.45961211962909754,0.486907404988899,0.6207264957264957,0.5200923628342984,0.544617783473365,0.07107131807079416,27,0.7417024399192809,0.5971186916830997,0.6473824786324786,0.7168863656668535,0.6749885691885109,0.6756157090180447,0.051049022388855135,23
0.011798810958862305,0.0007485709710242625,0.005601215362548828,0.0008006932281373107,20.036610446543722,rbf,"{'svc__C': 20.036610446543722, 'svc__kernel': 'rbf'}",0.641826923076923,0.46470549823690743,0.47884288885986676,0.6207264957264957,0.5200923628342984,0.5452388337468983,0.07287527802586487,26,0.7435269422189001,0.5999378044758644,0.636816067195814,0.7168863656668535,0.6749582811848144,0.6744250921484493,0.05204056976094452,24
1.768997859954834,0.7868083397347341,0.003202342987060547,0.00039975974115760487,372.7556162246122,linear,"{'svc__C': 372.7556162246122, 'svc__kernel': 'linear'}",0.6304754273504274,0.5238507248269557,0.5543456967480737,0.6226564653984008,0.5386338571822443,0.5739924343012204,0.044065702599156355,20,0.718000212743325,0.6620624205557827,0.576705677247251,0.7248661594815441,0.6902976215787161,0.6743864183213237,0.05365993257224723,25
0.05399937629699707,0.0064494720601106625,0.0033999919891357423,0.0004897651903225715,6.1805166621257985,linear,"{'svc__C': 6.1805166621257985, 'svc__kernel': 'linear'}",0.5617654914529915,0.5303643724696356,0.6059651299464541,0.550592776399228,0.5312586159360353,0.5559892772408689,0.027670612854498455,23,0.6420774694027308,0.6593365684138502,0.6487374014930659,0.7036755515016384,0.6886439147706753,0.668494181116392,0.023730888975255698,26
0.02339963912963867,0.003200227137043196,0.003600788116455078,0.0008002282751713095,1.2809220426280692,linear,"{'svc__C': 1.2809220426280692, 'svc__kernel': 'linear'}",0.5339209401709402,0.5303643724696356,0.6220941622045187,0.5351530190239867,0.533498759305211,0.5510062506348584,0.03557899195968836,24,0.6192381458204244,0.6616564078743763,0.6767641583719401,0.6834141834141835,0.6974799621858446,0.6677105715333538,0.026836603483575614,27
0.015399599075317382,0.0014971606829141382,0.003400421142578125,0.0004899989078357661,0.3501934468346743,linear,"{'svc__C': 0.3501934468346743, 'svc__kernel': 'linear'}",0.5278445512820513,0.4549595141700405,0.46258325715032,0.4977598566308244,0.49989660876757647,0.4886087576001625,0.026684092491140777,29,0.616224878342816,0.5853746294538454,0.6167522875785307,0.6414631120513474,0.6605415341679077,0.6240712883188895,0.02547594824023753,28
0.011600208282470704,0.0004890656875669863,0.006199932098388672,0.0004004983820122686,5.580600427192331,rbf,"{'svc__C': 5.580600427192331, 'svc__kernel': 'rbf'}",0.5174946581196581,0.4499967350137129,0.42820295154760346,0.5490419079128757,0.465226082161566,0.4819924669510833,0.04461879334880836,31,0.6855306375238527,0.5840265220012055,0.5718559218559219,0.6413661938751545,0.6236888947732322,0.6212936340058735,0.040909565078617795,29
0.015798473358154298,0.0011657136453702766,0.004000997543334961,0.0008937235302038766,0.30062376038892524,linear,"{'svc__C': 0.30062376038892524, 'svc__kernel': 'linear'}",0.5278445512820513,0.43373710330416615,0.46258325715032,0.4838709677419355,0.47639233526330294,0.4768856429483552,0.030699195971386536,33,0.616224878342816,0.5573697435168066,0.6167522875785307,0.6279452790528739,0.6305457768456794,0.6097675930673414,0.026826025859150268,30
0.007799768447875976,0.001599955611180837,0.004400491714477539,0.0007996563550325748,5.121866315959796,rbf,"{'svc__C': 5.121866315959796, 'svc__kernel': 'rbf'}",0.5036057692307692,0.4499967350137129,0.41504505681076137,0.539426523297491,0.4374483043837883,0.46910447774730446,0.04566217108455963,35,0.6693211706963791,0.5806353671332575,0.5551880168513028,0.6267845494832119,0.5877656782634159,0.6039389564855134,0.03994506571505025,31
0.1465998649597168,0.04492450905241329,0.005600357055664062,0.00471600736781101,379.52358642950173,poly,"{'svc__C': 379.52358642950173, 'svc__kernel': 'poly'}",0.5730502136752136,0.43373710330416615,0.5536437246963563,0.44647780534877307,0.4533705541770057,0.492055880240303,0.058869584235115686,28,0.6690924963295106,0.553799342573818,0.5813673874018702,0.5916197623514697,0.6000819356082514,0.599192184852984,0.038268578018572495,32
0.012597799301147461,0.0004903688405552729,0.004001712799072266,0.0008950555528344507,0.18978990261137071,linear,"{'svc__C': 0.18978990261137071, 'svc__kernel': 'linear'}",0.5139556623931624,0.4286437246963563,0.46258325715032,0.4545423214778054,0.4748414667769506,0.4669132864989189,0.027972094889620866,36,0.5993879538183335,0.5527179934862169,0.6167522875785307,0.5936210131332083,0.6295311691075347,0.5984020834247649,0.02614045376426804,33
0.012999725341796876,0.0015489276352951271,0.003199911117553711,0.0003995424381711212,0.16278349720255253,linear,"{'svc__C': 0.16278349720255253, 'svc__kernel': 'linear'}",0.4445112179487179,0.42057920856732406,0.46258325715032,0.4545423214778054,0.4748414667769506,0.45141149438422357,0.01834021609195035,37,0.5916424856666246,0.5422668412629129,0.6167522875785307,0.5949953660797034,0.6295311691075347,0.5950376299390613,0.029858384179769524,34
0.011999034881591797,0.0006331666831012132,0.00620121955871582,0.000748787691117983,3.895309414884314,rbf,"{'svc__C': 3.895309414884314, 'svc__kernel': 'rbf'}",0.4558627136752137,0.4499967350137129,0.4201384354185712,0.43686242073338843,0.4374483043837883,0.44006172184493497,0.012348106332064245,38,0.6154035837580142,0.5806353671332575,0.5627657911194497,0.5736081140255712,0.5877656782634159,0.5840357068599417,0.017723220395556086,35
0.06879911422729493,0.01626572583625342,0.004201126098632812,0.0003993779899325695,134.96777538154197,poly,"{'svc__C': 134.96777538154197, 'svc__kernel': 'poly'}",0.5573584401709402,0.4160572025597492,0.514741413086065,0.5159222497932175,0.4283154121863799,0.48647894355927035,0.05483027720672502,30,0.6535519919607237,0.5292201868151236,0.5285034386157981,0.5930850446687551,0.5698799845141309,0.5748481293149064,0.04643555756640828,36
0.011200857162475587,0.00040033026552303234,0.005799531936645508,0.0004007825533727496,3.1470709425325385,rbf,"{'svc__C': 3.1470709425325385, 'svc__kernel': 'rbf'}",0.44197382478632474,0.4368388402768708,0.3973651560663445,0.43103804797353185,0.4374483043837883,0.42893283469737203,0.016161904762703284,40,0.5965118097228689,0.5684743126599748,0.5315687896333057,0.567782636748154,0.5866337280290769,0.5701942553586761,0.022197164859973872,37
0.05500097274780273,0.017515161928095015,0.004400777816772461,0.0004892635848292911,86.8268529813218,poly,"{'svc__C': 86.8268529813218, 'svc__kernel': 'poly'}",0.5477430555555556,0.4064418179443646,0.5228059292150973,0.5143713813068652,0.40908464295561064,0.4800893653954986,0.06007098315510841,32,0.6392797566480228,0.5135651583490954,0.5384615384615384,0.5889696696341957,0.5401288931700381,0.5640810032525782,0.04484687138782933,38
0.04919881820678711,0.01506536901471838,0.003800487518310547,0.00039940563513042555,70.74473466087069,poly,"{'svc__C': 70.74473466087069, 'svc__kernel': 'poly'}",0.538127670940171,0.4195997126812067,0.4964901397414131,0.5143713813068652,0.3898538737248415,0.4716885556788995,0.057028520842921905,34,0.6245307725883894,0.5280171936977512,0.5012325258479104,0.5889696696341957,0.5083220872694556,0.5502144498075404,0.04831521497021945,39
0.02859978675842285,0.00492360500768884,0.004600143432617188,0.0010197773802045544,18.676292759506932,poly,"{'svc__C': 18.676292759506932, 'svc__kernel': 'poly'}",0.4754273504273504,0.3461864960167167,0.4817813765182186,0.47697821891370284,0.3936448855803695,0.4348036654912716,0.055105226534213084,39,0.5369561035341665,0.4187290105915784,0.47257834757834755,0.5345266577313476,0.5189835989835989,0.4963547436838077,0.04518562157545195,40
0.011800527572631836,0.0007480102568004462,0.006199550628662109,0.00039997234421571974,0.6917394651354728,rbf,"{'svc__C': 0.6917394651354728, 'svc__kernel': 'rbf'}",0.3906917735042735,0.34615384615384615,0.3689271255060729,0.3696581196581197,0.4096705266060105,0.37702027828566453,0.02156564689969581,42,0.5175216522318453,0.42613220815752456,0.4733717818824202,0.47652088834942874,0.5409035409035409,0.4868900143049519,0.039591743296955806,41
0.011000633239746094,0.000632862616461461,0.0055996417999267575,0.0004906809037924341,0.7136850867087645,rbf,"{'svc__C': 0.7136850867087645, 'svc__kernel': 'rbf'}",0.3906917735042735,0.34615384615384615,0.3689271255060729,0.3696581196581197,0.4096705266060105,0.37702027828566453,0.02156564689969581,42,0.5175216522318453,0.42613220815752456,0.4733717818824202,0.47652088834942874,0.5409035409035409,0.4868900143049519,0.039591743296955806,41
0.012000274658203126,0.0016724586813100595,0.004600620269775391,0.0004897660491850204,0.6326263112395537,sigmoid,"{'svc__C': 0.6326263112395537, 'svc__kernel': 'sigmoid'}",0.38301282051282054,0.30596186496016714,0.40072809194201386,0.41459884201819686,0.32940446650124067,0.3667412171868878,0.04194851032819498,48,0.5068513109019438,0.38669178566630896,0.5343217127699886,0.5427302657349606,0.3977229238423269,0.47366359978310574,0.06764926887890371,43
0.010599422454833984,0.0004893378889289237,0.0038005828857421873,0.00040052125507295146,0.75367887680744,sigmoid,"{'svc__C': 0.75367887680744, 'svc__kernel': 'sigmoid'}",0.3873530982905983,0.31415698054068175,0.3977569544207914,0.4166322029225255,0.2955955334987593,0.36229895393467126,0.04817484362937803,49,0.5109012292458622,0.40590316907319757,0.5242544277427998,0.5396529396529396,0.35215553677092143,0.46657346049714415,0.07403377725012131,44
0.011000394821166992,1.1384331117928812e-06,0.005999755859375,1.7350583456669096e-06,0.2299542969456629,rbf,"{'svc__C': 0.2299542969456629, 'svc__kernel': 'rbf'}",0.375,0.33653846153846156,0.35732009925558317,0.34615384615384615,0.3942307692307692,0.361848635235732,0.02063492152769068,50,0.4839404116076811,0.4101409055914633,0.4510121457489878,0.43408443408443415,0.503052503052503,0.45644608001701387,0.03347188959949672,45
0.011600160598754882,0.0004899014288601228,0.003800058364868164,0.000400257281016381,0.2264941204958938,sigmoid,"{'svc__C': 0.2264941204958938, 'svc__kernel': 'sigmoid'}",0.3401442307692308,0.3173076923076923,0.34770471464019853,0.38509787703336096,0.3684863523573201,0.35174817342156056,0.023364576385760925,53,0.4297622723062674,0.37582907854506725,0.43101343101343104,0.5040036886190732,0.47008547008547014,0.4421387881138618,0.0430864531958423,46
0.00959949493408203,0.0004906025578402737,0.0036001205444335938,0.0004899792882992587,0.0015446401676941345,linear,"{'svc__C': 0.0015446401676941345, 'svc__kernel': 'linear'}",0.34615384615384615,0.3173076923076923,0.3380893300248139,0.33653846153846156,0.375,0.34261786600496275,0.018757278305034892,55,0.4395148375597054,0.37582907854506725,0.42350828065113777,0.41783882783882775,0.4788995726495727,0.4271181194488622,0.03336075365233179,47
0.012598657608032226,0.001199055808374857,0.00420074462890625,0.0007496539601346328,0.08390027586489686,sigmoid,"{'svc__C': 0.08390027586489686, 'svc__kernel': 'sigmoid'}",0.34615384615384615,0.3173076923076923,0.3284739454094293,0.33653846153846156,0.375,0.34069478908188583,0.019597087408549062,56,0.4395148375597054,0.37582907854506725,0.4075369075369076,0.41783882783882775,0.4788995726495727,0.4239238448260162,0.034304738428451456,48
0.012599897384643555,0.0007987995430049381,0.004000806808471679,1.0293499538861704e-06,0.06973889683677693,sigmoid,"{'svc__C': 0.06973889683677693, 'svc__kernel': 'sigmoid'}",0.34615384615384615,0.3173076923076923,0.33653846153846156,0.33653846153846156,0.3557692307692308,0.3384615384615385,0.012756249193674622,59,0.4395148375597054,0.37582907854506725,0.41783882783882775,0.41783882783882775,0.4496372353515211,0.4201317614267898,0.02537526130424466,49
0.009800004959106445,0.00039901827420949935,0.0036005496978759764,0.0004901360741539635,0.001211761510271412,linear,"{'svc__C': 0.001211761510271412, 'svc__kernel': 'linear'}",0.33653846153846156,0.3173076923076923,0.3284739454094293,0.33653846153846156,0.3557692307692308,0.3349255583126551,0.012583116519611024,67,0.42341594865794413,0.37582907854506725,0.4075369075369076,0.41783882783882775,0.4496372353515211,0.4148515995860535,0.023952344066647,50
0.009200143814086913,0.0004009976647260575,0.002999401092529297,8.869683855885636e-07,13.881790993717162,sigmoid,"{'svc__C': 13.881790993717162, 'svc__kernel': 'sigmoid'}",0.25701121794871795,0.3482543206651865,0.34781898916024556,0.38437413840639645,0.32123655913978494,0.3317390450640663,0.04241773765170447,69,0.31034597674974035,0.3486661079992355,0.4486159844054581,0.49885932780669623,0.42956201504588604,0.40720988240140316,0.06844515132479537,51
0.01279916763305664,0.00039918865201290897,0.004200124740600586,0.00039832738640437076,0.06235438836939942,sigmoid,"{'svc__C': 0.06235438836939942, 'svc__kernel': 'sigmoid'}",0.33653846153846156,0.3076923076923077,0.3380893300248139,0.33653846153846156,0.3269230769230769,0.3291563275434243,0.011440995537769354,70,0.42341594865794413,0.3573515092502434,0.42350828065113777,0.41783882783882775,0.4008332959992832,0.4045895724794873,0.025033725080856953,52
0.010999774932861328,0.002529167587653375,0.003999948501586914,0.0006320329485995473,1.2146726191700365,sigmoid,"{'svc__C': 1.2146726191700365, 'svc__kernel': 'sigmoid'}",0.30575587606837606,0.27298550346088546,0.3816279221627269,0.3740694789081886,0.298697270471464,0.3266272102143282,0.0432873515016697,71,0.3670686954607345,0.3403656821378341,0.49737463242925006,0.46469570396124066,0.34627441523993246,0.40315582584579834,0.06503032848030509,53
0.008999156951904296,1.1223413749637433e-06,0.003600311279296875,0.0004906254521308009,18.654937869774407,sigmoid,"{'svc__C': 18.654937869774407, 'svc__kernel': 'sigmoid'}",0.25701121794871795,0.3482543206651865,0.34781898916024556,0.38437413840639645,0.2889784946236559,0.3252874321608405,0.04583965151603127,72,0.31034597674974035,0.3486661079992355,0.4486159844054581,0.5021060810534494,0.38603332151719244,0.3991534943450151,0.06878032179254776,54
0.015799570083618163,0.0003992561654462676,0.003999567031860352,0.0006330134521731243,2.112899723620419,poly,"{'svc__C': 2.112899723620419, 'svc__kernel': 'poly'}",0.40064102564102566,0.28846153846153844,0.4458502024291498,0.42414529914529914,0.3284739454094293,0.3775144022172885,0.05952216695805557,41,0.408956085481966,0.3162122687439143,0.4104044104044104,0.4457016075301479,0.410559598059598,0.3983667940440073,0.04334893854666391,55
0.016199493408203126,0.0007487369363785739,0.0036011219024658205,0.0004901170075307917,5.339667723498423,poly,"{'svc__C': 5.339667723498423, 'svc__kernel': 'poly'}",0.40064102564102566,0.28846153846153844,0.43778568630011755,0.42841880341880345,0.3284739454094293,0.37675619984618286,0.05846576955878912,44,0.408956085481966,0.315990183263134,0.40126819958752735,0.45054730844204527,0.4150641025641026,0.39836517586775505,0.04451530845135437,56
0.008800315856933593,0.0007492971887448232,0.003999853134155273,1.7623633015228584e-06,102.14617780940377,sigmoid,"{'svc__C': 102.14617780940377, 'svc__kernel': 'sigmoid'}",0.24739583333333331,0.3482543206651865,0.3558835052892778,0.36824510614833195,0.2889784946236559,0.3217514520119571,0.046112652814136276,74,0.3004148045066502,0.3515511031146976,0.46411453470277,0.48694638694638687,0.38603332151719244,0.3978120301575394,0.06943484223604088,57
0.008399868011474609,0.0004900583463383643,0.003600311279296875,0.0004902324165248957,241.57910695085712,sigmoid,"{'svc__C': 241.57910695085712, 'svc__kernel': 'sigmoid'}",0.24739583333333331,0.43961952026468154,0.3558835052892778,0.36824510614833195,0.2889784946236559,0.3400244919318561,0.06656251689200585,58,0.3004148045066502,0.3456195601214864,0.46411453470277,0.48694638694638687,0.38603332151719244,0.3966257215588972,0.07026084328965106,58
0.015199851989746094,0.001165983416575081,0.003599882125854492,0.0008014441582661098,3.2690889891654393,poly,"{'svc__C': 3.2690889891654393, 'svc__kernel': 'poly'}",0.40064102564102566,0.28846153846153844,0.4458502024291498,0.41452991452991456,0.3284739454094293,0.3755913252942116,0.058123417442728316,45,0.408956085481966,0.3162122687439143,0.4104044104044104,0.4278130357077725,0.4150641025641026,0.39568998058043314,0.040290092917302,59
0.008199453353881836,0.0003997124560269746,0.004000091552734375,1.5048726881083965e-06,60.28926688101895,sigmoid,"{'svc__C': 60.28926688101895, 'svc__kernel': 'sigmoid'}",0.25701121794871795,0.43961952026468154,0.34781898916024556,0.36824510614833195,0.2889784946236559,0.34033466562912656,0.06367533805546821,57,0.31034597674974035,0.34563615271759524,0.4486159844054581,0.4833179399217134,0.38603332151719244,0.39478987506233987,0.0638090995506514,60
0.016800880432128906,0.000980640083441797,0.0035995006561279296,0.0004903531123153809,5.527269984947144,poly,"{'svc__C': 5.527269984947144, 'svc__kernel': 'poly'}",0.40064102564102566,0.28846153846153844,0.43778568630011755,0.41452991452991456,0.3284739454094293,0.3739784220684051,0.056232516779350726,46,0.408956085481966,0.315990183263134,0.40126819958752735,0.4251814567604041,0.4150641025641026,0.3932920055314268,0.03943479708887002,61
0.011798381805419922,0.0007494762570304955,0.006801795959472656,0.0003996852188910113,0.059696925776475195,rbf,"{'svc__C': 0.059696925776475195, 'svc__kernel': 'rbf'}",0.3269230769230769,0.3173076923076923,0.3269230769230769,0.3076923076923077,0.33653846153846156,0.3230769230769231,0.009805806756909206,73,0.4065669526997231,0.37582907854506725,0.4008332959992832,0.3642332586507344,0.41783882783882775,0.3930602827467271,0.019923543267175572,62
0.010600519180297852,0.0024165091544052714,0.003798770904541016,0.00040009127961077983,39.70151366402953,sigmoid,"{'svc__C': 39.70151366402953, 'svc__kernel': 'sigmoid'}",0.24739583333333331,0.43961952026468154,0.34781898916024556,0.36824510614833195,0.2889784946236559,0.33841158870604965,0.06625568937576036,60,0.3004148045066502,0.34563615271759524,0.4486159844054581,0.4798238798238798,0.38603332151719244,0.3921048285941552,0.06556127551054211,63
