mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kneighborsclassifier__n_neighbors,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted
0.005000019073486328,0.0006322592554116299,0.00780019760131836,0.0007473350232012291,37,{'kneighborsclassifier__n_neighbors': 37},0.375,0.3518185973618911,0.3594423403421706,0.3519782189137028,0.3942307692307692,0.36649398516970677,0.016232570039433826,43,0.4811823045804515,0.458991360257183,0.47928164651979116,0.45556064306064303,0.5060410096735992,0.4762113928183336,0.018148969393504782,41
0.004600048065185547,0.0004900765894038697,0.007399463653564453,0.0008000613875271989,44,{'kneighborsclassifier__n_neighbors': 44},0.3671875,0.3518185973618911,0.35137782421313835,0.36004273504273504,0.40384615384615385,0.3668545620927836,0.01939329444236711,41,0.4703097663888032,0.46049855862164896,0.46816562708035586,0.4622933004376303,0.5189255189255189,0.47603855429079145,0.021746343132361144,42
0.004999780654907226,0.0006327118921303517,0.0074001789093017575,0.0004902520166556047,49,{'kneighborsclassifier__n_neighbors': 49},0.3671875,0.34220321274650645,0.35137782421313835,0.36004273504273504,0.40384615384615385,0.3649314851697067,0.02118309236908028,45,0.4703097663888032,0.44270113108534553,0.46816562708035586,0.4622933004376303,0.5189255189255189,0.47247906878353074,0.025183565408226034,43
0.004999399185180664,7.979011788693195e-07,0.006800317764282226,0.0003997811549937742,48,{'kneighborsclassifier__n_neighbors': 48},0.3671875,0.34220321274650645,0.35137782421313835,0.36004273504273504,0.40384615384615385,0.3649314851697067,0.02118309236908028,45,0.4703097663888032,0.44270113108534553,0.46816562708035586,0.4622933004376303,0.5189255189255189,0.47247906878353074,0.025183565408226034,43
0.005199527740478516,0.0014677835124845306,0.0076004981994628905,0.0010199561460144742,39,{'kneighborsclassifier__n_neighbors': 39},0.375,0.3518185973618911,0.3527980932480083,0.3519782189137028,0.3942307692307692,0.3651651357508743,0.017008845976685737,44,0.4811823045804515,0.458991360257183,0.4543956043956044,0.45556064306064303,0.5060410096735992,0.4712341843934963,0.019947754752976478,45
0.004999923706054688,0.0006325606861678794,0.007200956344604492,0.00039947611717213507,42,{'kneighborsclassifier__n_neighbors': 42},0.375,0.34220321274650645,0.3755713726002351,0.34615384615384615,0.3942307692307692,0.3666318401462714,0.019635418513668186,42,0.4811823045804515,0.44270113108534553,0.48933872503247994,0.4342113723557023,0.5060410096735992,0.47069490854551577,0.027646425530809045,46
0.004199314117431641,0.0003982556220196483,0.006999540328979492,1.0915301458606336e-06,43,{'kneighborsclassifier__n_neighbors': 43},0.375,0.3518185973618911,0.35137782421313835,0.34615384615384615,0.3942307692307692,0.36371620739192895,0.01822464164799297,48,0.4811823045804515,0.46049855862164896,0.46816562708035586,0.4342113723557023,0.5060410096735992,0.4700197744623516,0.023657829739062747,47
0.00459895133972168,0.001200391917228076,0.00780034065246582,0.0017195039961943079,54,{'kneighborsclassifier__n_neighbors': 54},0.375,0.3290453180096643,0.36298485046362805,0.34615384615384615,0.3942307692307692,0.3614829567715815,0.02255911081555598,49,0.4811823045804515,0.42319057280063666,0.48354827859849375,0.43662422233850806,0.5060410096735992,0.46611727759833776,0.031103830985924737,48
0.004799604415893555,0.0004007821278793102,0.0076004981994628905,0.0007997517508421927,55,{'kneighborsclassifier__n_neighbors': 55},0.375,0.3290453180096643,0.36298485046362805,0.34615384615384615,0.3888888888888889,0.3604145807032054,0.021059563913726286,51,0.4811823045804515,0.42226110697443536,0.48354827859849375,0.43408443408443415,0.5058929374718848,0.46539381234193994,0.03181115435726392,49
0.004199504852294922,0.0007475637568336631,0.007000160217285156,4.1019083342755444e-07,40,{'kneighborsclassifier__n_neighbors': 40},0.375,0.35988311349092333,0.3396401985111662,0.35042735042735046,0.3942307692307692,0.36383628633204185,0.01912762869246782,47,0.4811823045804515,0.4647841609866926,0.42516058820406644,0.44743778558211555,0.5060410096735992,0.46492116980538506,0.02771951326971827,50
0.004401302337646485,0.0004905849507552783,0.006999015808105469,2.4453890619198006e-06,41,{'kneighborsclassifier__n_neighbors': 41},0.375,0.3518185973618911,0.34473357711897606,0.33653846153846156,0.3942307692307692,0.3604642810500196,0.021194860609848296,50,0.4811823045804515,0.458991360257183,0.4410351061513852,0.42286760858189426,0.5060410096735992,0.46202347784890263,0.029283071325685448,51
0.0044005393981933595,0.0004917022697643868,0.0069996356964111325,0.0008938293973405387,53,{'kneighborsclassifier__n_neighbors': 53},0.375,0.3290453180096643,0.36298485046362805,0.34615384615384615,0.375,0.35763680292542765,0.017781418074372245,58,0.4811823045804515,0.42319057280063666,0.48354827859849375,0.43662422233850806,0.4788995726495727,0.46068899019353254,0.025531912083581167,52
0.005400800704956054,0.0023334395257698106,0.0075985431671142575,0.0004870812937792202,52,{'kneighborsclassifier__n_neighbors': 52},0.375,0.3290453180096643,0.36298485046362805,0.34615384615384615,0.375,0.35763680292542765,0.017781418074372245,58,0.4811823045804515,0.42319057280063666,0.48354827859849375,0.43662422233850806,0.4760458839406208,0.4601182524517421,0.02514745648187979,53
0.004200267791748047,0.0004014736789510568,0.006800651550292969,0.0003994712221971787,51,{'kneighborsclassifier__n_neighbors': 51},0.375,0.3290453180096643,0.34685581820556355,0.3557692307692308,0.375,0.3563340733968917,0.017502377959323967,65,0.4811823045804515,0.42428093720056775,0.46215965317954666,0.4522293903737203,0.4788995726495727,0.4597503715967718,0.020719412274805216,54
0.00459895133972168,0.000489183952137545,0.008200788497924804,0.002399373307405236,59,{'kneighborsclassifier__n_neighbors': 59},0.375,0.3269230769230769,0.34176243959775365,0.36004273504273504,0.3942307692307692,0.35959180415886693,0.02375965369635144,55,0.4811823045804515,0.39339786547530403,0.45382779892583813,0.4609157203142165,0.5060410096735992,0.4590729397938819,0.03752051793089772,55
0.004200649261474609,0.00040033287815461233,0.007600212097167968,0.0004885425464528837,50,{'kneighborsclassifier__n_neighbors': 50},0.3671875,0.3290453180096643,0.34176243959775365,0.34615384615384615,0.3846153846153846,0.3537528976753298,0.019722894319133627,82,0.47283048414459095,0.42428093720056775,0.45382779892583813,0.43662422233850806,0.49271255060728747,0.4560551986433585,0.024565420804664895,56
0.004599905014038086,0.0004899607863751631,0.007400226593017578,0.0008006339611912659,71,{'kneighborsclassifier__n_neighbors': 71},0.375,0.3269230769230769,0.3549203343345958,0.34615384615384615,0.3846153846153846,0.3575225284053807,0.020551543261239133,61,0.4839404116076811,0.39339786547530403,0.4752914126337171,0.43408443408443415,0.49271255060728747,0.45588533488168476,0.03714805542771916,57
0.004599380493164063,0.0004896288860140694,0.008000421524047851,0.0006319575297662586,60,{'kneighborsclassifier__n_neighbors': 60},0.375,0.3269230769230769,0.3498269557267859,0.34615384615384615,0.3942307692307692,0.3584269296068956,0.02355275973712928,56,0.4839404116076811,0.39339786547530403,0.4602618837101596,0.43408443408443415,0.5060410096735992,0.45554512091023563,0.03924593636094043,58
0.0057999610900878905,0.002135790649760973,0.008599805831909179,0.0023320605355149964,56,{'kneighborsclassifier__n_neighbors': 56},0.375,0.3269230769230769,0.3549203343345958,0.34615384615384615,0.3846153846153846,0.3575225284053807,0.020551543261239133,61,0.4839404116076811,0.39339786547530403,0.4728327228327228,0.43408443408443415,0.49271255060728747,0.45539359692148584,0.03690338516678934,59
